i,discounted
1028,20.3981
1029,4.64638
1030,3.47446
1031,9.36452
1032,3.59974
1033,10.5416
1034,37.6708
1035,22.9494
1036,37.0353
1037,2.7758
1038,24.1658
1039,26.3722
1040,14.7173
1041,35.1802
1042,15.4713
1043,16.4038
1044,7.88758
1045,43.1203
1046,3.09532
1047,27.0029
1048,8.29455
1049,22.5274
1050,14.5802
1051,8.30912
1052,14.9133
1053,5.23324
1054,25.693
1055,28.3438
1056,4.97746
1057,2.00057
1058,26.6663
1059,11.514
1060,19.1701
1061,26.1012
1062,28.1075
1063,27.8901
1064,2.22264
1065,34.3002
1066,22.6096
1067,26.1098
1068,46.6134
1069,29.778
1070,0
1071,3.54256
1072,37.9967
1073,13.9532
1074,12.0171
1075,4.93136
1076,26.9211
1077,26.9941
1078,6.33748
1079,28.8712
1080,32.8199
1081,37.9828
1082,5.74396
1083,11.8341
1084,1.1351
1085,9.20984
1086,14.6728
1087,3.85433
1088,27.359
1089,30.2497
1090,26.4757
1091,2.59576
1092,32.6328
1093,22.2962
1094,9.78997
1095,36.1886
1096,11.632
1097,36.5256
1098,49.5308
1099,6.81217
1100,3.88413
1101,12.3026
1102,48.4159
1103,14.0911
1104,25.8408
1105,13.1713
1106,33.6467
1107,2.82429
1108,20.8406
1109,15.3579
1110,2.75188
1111,5.26876
1112,20.6942
1113,33.2434
1114,6.95843
1115,0
1116,42.9409
1117,10.5928
1118,4.62198
1119,12.2338
1120,37.9055
1121,2.69391
1122,1.45284
1123,4.01337
1124,10.0855
1125,16.0908
1126,29.1585
1127,14.5113
1128,7.7113
1129,5.52952
1130,3.86356
1131,15.7651
1132,18.422
1133,0.836766
1134,8.08097
1135,11.551
1136,21.3468
1137,15.5385
1138,21.5305
1139,0.38662
1140,3.50741
1141,1.72554
1142,5.41684
1143,4.82087
1144,37.7001
1145,5.21937
1146,1.75939
1147,5.8992
1148,19.5974
1149,17.7876
1150,48.846
1151,65.8099
1152,26.435
1153,22.9803
1154,15.971
1155,7.05054
